Date,Open,High,Low,Close,Adj Close,Volume
2019-06-04,60.015614,62.451210,59.890709,62.451210,61.308266,9832428
2019-06-05,62.888367,63.013271,61.327087,61.764248,60.633884,6591289
2019-06-06,61.764248,62.451210,61.014832,61.951599,60.817799,6169296
2019-06-07,61.826698,62.763466,61.327087,62.326309,61.185665,6578672
2019-06-10,62.763466,64.637001,62.451210,62.763466,61.614822,8369269
2019-06-11,63.075722,63.700233,62.201405,63.200626,62.043972,6238102
2019-06-12,62.950821,64.886810,62.576111,64.199844,63.024910,8802087
2019-06-13,64.699455,65.698669,64.012489,64.387199,63.208832,9946276
2019-06-14,64.199844,64.574554,63.575333,63.887589,62.718361,5501110
2019-06-17,63.700233,63.950039,62.576111,62.763466,61.614822,7373804
2019-06-18,63.138172,65.136612,63.013271,65.074158,63.883217,11779371
2019-06-19,65.386414,66.260735,64.512100,64.574554,63.392769,9706249
2019-06-20,65.386414,66.822792,65.386414,66.385635,65.170700,10562085
2019-06-21,66.635445,66.885246,65.261513,65.448868,64.251068,10500357
2019-06-24,65.323967,65.761124,64.137390,64.199844,63.024910,5860383
2019-06-25,64.074944,64.199844,63.075722,63.825138,62.657059,5683829
2019-06-26,63.825138,64.886810,63.700233,64.137390,62.963596,5464746
2019-06-27,63.950039,65.199066,63.950039,64.949257,63.760605,5329488
2019-06-28,64.886810,65.573769,64.761902,65.573769,64.435646,7048767
2019-07-01,66.323189,66.947701,65.761124,66.385635,65.233429,6393071
2019-07-02,66.385635,66.947701,66.010925,66.323189,65.172050,4823237
2019-07-03,66.572990,66.572990,65.823578,66.260735,65.110672,3550868
2019-07-05,65.823578,65.886024,64.761902,65.573769,64.435646,4846615
2019-07-08,65.074158,65.136612,63.325527,63.700233,62.594624,7708914
2019-07-09,63.200626,64.262299,62.701015,64.012489,62.901459,5677360
2019-07-10,64.262299,65.136612,63.575333,63.700233,62.594624,6261160
2019-07-11,63.825138,64.387199,63.075722,63.138172,62.042324,5391425
2019-07-12,63.575333,64.886810,63.325527,64.761902,63.637878,6276179
2019-07-15,64.012489,64.574554,63.700233,64.137390,63.024200,6740478
2019-07-16,63.887589,64.949257,63.762684,64.824356,63.699226,6330254
2019-07-17,64.761902,64.761902,62.326309,62.326309,61.244553,8595990
2019-07-18,62.513660,63.637783,62.201405,62.825916,61.735481,7230476
2019-07-19,62.950821,63.637783,62.638565,62.701015,61.612755,5548956
2019-07-22,62.763466,63.887589,62.763466,63.762684,62.655987,6937720
2019-07-23,64.199844,66.697891,64.137390,66.510536,65.356155,11897015
2019-07-24,66.073380,66.822792,65.823578,66.697891,65.540253,7189212
2019-07-25,66.385635,66.635445,64.699455,65.136612,64.006065,7385125
2019-07-26,65.386414,65.886024,64.949257,65.636223,64.497017,4325905
2019-07-29,65.573769,66.073380,64.824356,64.824356,63.699226,5983775
2019-07-30,64.886810,66.073380,64.199844,65.698669,64.558365,7255984
2019-07-31,67.197502,67.384857,62.763466,65.261513,64.128807,27617415
2019-08-01,64.761902,65.511322,62.326309,62.950821,61.858223,14078462
2019-08-02,62.513660,62.950821,61.327087,62.451210,61.367275,10295461
2019-08-05,61.139736,61.264637,60.015614,60.327869,59.280788,11247692
2019-08-06,60.640125,60.889931,59.203747,59.765808,58.728485,10631948
2019-08-07,58.953941,59.141296,57.642467,59.078846,58.053455,12296063
2019-08-08,59.391102,59.516003,58.204529,59.266197,58.237553,7911232
2019-08-09,59.141296,59.203747,56.955505,57.142857,56.151054,12284918
2019-08-12,56.455894,56.768150,55.893833,56.518345,55.537388,10500181
2019-08-13,57.642467,59.890709,57.517563,58.391880,57.378399,11853477
2019-08-14,57.704918,58.079624,55.956284,56.393444,55.414654,14282285
2019-08-15,53.333332,53.895393,47.775177,50.023418,49.155190,64217923
2019-08-16,52.521469,54.957066,52.271664,54.894615,53.941833,39852486
2019-08-19,55.456673,55.519127,53.770493,54.145199,53.205437,17875971
2019-08-20,53.583138,53.708042,52.021858,52.334114,51.425785,16381156
2019-08-21,52.209213,52.958626,50.835285,50.960186,50.075699,13652017
2019-08-22,51.085091,51.896957,50.647930,51.147541,50.259800,10911974
2019-08-23,50.523029,50.585480,48.462139,49.773613,48.909721,20591803
2019-08-26,50.335674,50.585480,49.461357,50.273224,49.400654,9285200
2019-08-27,50.523029,50.647930,49.398907,49.523811,48.664253,10579395
2019-08-28,49.461357,49.898518,48.462139,49.586262,48.725616,9238940
2019-08-29,50.210773,51.209991,49.960968,50.647930,49.768860,9405903
2019-08-30,50.835285,51.584698,50.647930,51.522247,50.628006,7577691
2019-09-03,50.585480,52.396564,50.460579,52.021858,51.118938,10832280
2019-09-04,52.521469,55.394222,52.459015,54.957066,54.003212,14996299
2019-09-05,56.143639,57.642467,54.957066,55.019516,54.064568,13913437
2019-09-06,55.081966,55.081966,53.520687,54.395004,53.450905,6860748
2019-09-09,54.644810,56.518345,54.519905,55.956284,54.985085,7999925
2019-09-10,55.644028,57.892273,55.581577,57.080406,56.089695,10026579
2019-09-11,57.142857,58.454334,56.580795,58.454334,57.439777,9142321
2019-09-12,58.704136,59.453552,57.580017,57.829819,56.826099,10906930
2019-09-13,58.142078,59.016392,57.080406,58.329430,57.379002,7300003
2019-09-16,58.079624,58.829041,57.267761,58.579235,57.624737,7325463
2019-09-17,58.079624,58.641685,57.767368,58.454334,57.501869,6077384
2019-09-18,58.142078,58.641685,57.330212,58.579235,57.624737,6448346
2019-09-19,58.391880,59.328648,58.329430,58.829041,57.870476,5433890
2019-09-20,59.078846,59.578453,58.329430,58.516785,57.563301,9212055
2019-09-23,57.580017,58.641685,57.455112,58.329430,57.379002,5365965
2019-09-24,58.142078,58.391880,55.956284,56.018734,55.105942,8541548
2019-09-25,55.956284,57.455112,55.831383,57.205307,56.273201,7022986
2019-09-26,57.330212,57.517563,55.956284,56.330990,55.413132,5961422
2019-09-27,56.455894,57.267761,56.143639,56.455894,55.535992,4885574
2019-09-30,56.705700,56.830601,55.831383,55.831383,54.921650,5619010
2019-10-01,55.956284,56.455894,53.145981,53.770493,52.894348,11013173
2019-10-02,53.458237,53.832943,52.521469,53.145981,52.280018,7609268
2019-10-03,53.083527,54.395004,51.522247,54.395004,53.508686,9387584
2019-10-04,53.770493,54.332554,53.333332,53.520687,52.648613,8370182
2019-10-07,53.395786,54.020298,52.958626,53.458237,52.587181,5151285
2019-10-08,52.958626,53.083527,51.647152,51.709602,50.867035,7286072
2019-10-09,51.896957,52.271664,51.459797,52.146759,51.297066,5258633
2019-10-10,52.084309,53.208431,51.896957,52.771271,51.911415,4891194
2019-10-11,53.645588,55.706478,53.583138,54.957066,54.061584,8940579
2019-10-14,55.206871,55.269321,53.957844,54.457455,53.570118,5452689
2019-10-15,54.582359,55.706478,53.770493,55.519127,54.614494,6218342
2019-10-16,55.331772,56.643246,55.206871,55.581577,54.675919,9261870
2019-10-17,55.706478,56.768150,55.456673,56.455894,55.535992,5229843
2019-10-18,56.268539,56.830601,55.893833,55.956284,55.044521,6246941
2019-10-21,56.143639,56.955505,54.707260,54.894615,54.000153,9701141
2019-10-22,54.769711,56.580795,53.770493,56.580795,55.658855,9145555
2019-10-23,56.081188,57.142857,55.768932,57.080406,56.150333,7619532
2019-10-24,56.955505,57.142857,55.456673,55.893833,54.983086,5465338
2019-10-25,55.706478,56.768150,55.706478,56.206089,55.290257,6750822
2019-10-28,56.330990,56.955505,56.143639,56.643246,55.720291,5084753
2019-10-29,56.268539,57.080406,55.768932,56.643246,55.720291,7327160
2019-10-30,61.077282,64.761902,60.640125,63.138172,62.109390,34577937
2019-10-31,62.763466,63.762684,61.576893,62.326309,61.310760,13872253
2019-11-01,62.950821,64.886810,62.825916,64.824356,63.768101,13138785
2019-11-04,65.074158,68.384071,65.074158,68.259171,67.146950,15657023
2019-11-05,68.196724,68.508980,66.947701,68.508980,67.392662,11429995
2019-11-06,68.259171,69.320847,67.384857,68.821236,67.699852,12490118
2019-11-07,69.320847,70.694771,69.258392,70.507416,69.358543,11382053
2019-11-08,70.132706,72.131149,69.570648,71.943794,70.771515,10004706
2019-11-11,71.194382,71.818893,70.195160,70.882126,69.727158,7297793
2019-11-12,70.694771,72.318504,70.507416,71.319283,70.157196,7836982
2019-11-13,70.507416,70.944572,69.820450,70.507416,69.358543,8643756
2019-11-14,69.820450,70.882126,69.820450,70.507416,69.358543,4930345
2019-11-15,70.819672,72.131149,70.757217,71.943794,70.771515,6122572
2019-11-18,71.256828,71.818893,70.757217,71.444183,70.280060,8161956
2019-11-19,71.381737,72.131149,70.320061,71.818893,70.648659,7499102
2019-11-20,71.444183,71.756439,70.320061,71.131927,69.972885,7476252
2019-11-21,70.757217,72.568306,70.632317,72.006248,70.832962,6675419
2019-11-22,71.756439,73.192818,71.756439,72.131149,70.955833,6161898
2019-11-25,72.818108,73.942230,72.256050,72.318504,71.140137,9080721
2019-11-26,72.568306,72.880562,70.632317,70.882126,69.727158,10279048
2019-11-27,71.131927,71.631538,70.320061,70.507416,69.358543,7285479
2019-11-29,70.444962,70.944572,70.070259,70.382515,69.235687,3641130
2019-12-02,70.632317,71.943794,69.570648,69.695549,68.559921,11002365
2019-12-03,68.696327,69.383293,67.509758,68.633881,67.515533,10255798
2019-12-04,69.758003,69.820450,67.884468,68.071815,66.962654,7005229
2019-12-05,68.009369,68.446526,67.197502,67.384857,66.286880,7569653
2019-12-06,68.071815,69.383293,67.759560,69.320847,68.191322,8101829
2019-12-09,68.571426,69.508194,68.508980,68.633881,67.515533,4274649
2019-12-10,68.633881,68.883682,68.196724,68.758781,67.638435,3968042
2019-12-11,68.508980,69.258392,68.384071,68.508980,67.392662,5878589
2019-12-12,70.882126,72.256050,70.195160,71.444183,70.280060,15993301
2019-12-13,71.818893,72.443405,70.757217,70.819672,69.665733,8428516
2019-12-16,70.444962,70.944572,69.508194,69.758003,68.621346,8889003
2019-12-17,69.633102,70.132706,69.195938,69.320847,68.191322,6685107
2019-12-18,68.821236,69.570648,68.196724,68.446526,67.331245,12077925
2019-12-19,68.571426,69.633102,68.571426,68.946136,67.822701,7254719
2019-12-20,69.195938,69.570648,68.071815,68.883682,67.822716,11791781
2019-12-23,68.696327,69.758003,68.696327,69.695549,68.622078,7050816
2019-12-24,69.320847,69.945358,69.258392,69.882904,68.806541,3325636
2019-12-26,69.820450,70.132706,69.508194,70.132706,69.052490,4862468
2019-12-27,69.758003,70.007805,69.508194,69.820450,68.745049,4799234
2019-12-30,69.133492,69.695549,68.883682,69.195938,68.130165,7709378
2019-12-31,68.696327,69.695549,68.446526,69.695549,68.622078,9072362
2020-01-02,70.132706,74.691650,70.132706,74.504295,73.356781,13998416
2020-01-03,72.256050,74.941452,72.006248,74.754097,73.602715,13752464
2020-01-06,73.942230,76.252930,73.942230,75.815765,74.648033,17925786
2020-01-07,75.878220,76.440285,74.441841,75.253708,74.094620,11301510
2020-01-08,74.878998,75.253708,74.129585,74.566742,73.418251,8871325
2020-01-09,75.378609,75.503510,73.879784,74.379395,73.233795,6305258
2020-01-10,73.942230,74.379395,72.380951,72.880562,71.758034,9391652
2020-01-13,73.317719,75.878220,72.943016,75.690865,74.525055,10594110
2020-01-14,75.940674,76.128021,74.878998,75.128807,73.971649,7210429
2020-01-15,75.066353,75.066353,73.879784,74.129585,72.987839,7373916
2020-01-16,74.566742,74.816551,73.817329,73.942230,72.803352,5872360
2020-01-17,74.004684,74.504295,73.442619,73.754883,72.618904,7458735
2020-01-21,73.317719,73.692429,72.505852,72.818108,71.696548,7003579
2020-01-22,73.130363,73.130363,70.882126,71.007027,69.913353,9919391
2020-01-23,73.255272,74.004684,72.443405,73.505074,72.372948,11715209
2020-01-24,74.192039,74.254486,72.568306,73.130363,72.003998,9507550
2020-01-27,71.506638,72.380951,71.069473,71.444183,70.343765,7663999
2020-01-28,71.943794,73.817329,71.631538,73.255272,72.126968,10076442
2020-01-29,78.501167,81.186569,78.001564,80.811867,79.567192,35337874
2020-01-30,80.499611,81.124123,78.064011,79.500389,78.275902,15287022
2020-01-31,79.188133,79.562843,77.064796,77.751755,76.554214,12487188
2020-02-03,77.814209,79.188133,76.502731,76.565186,75.385918,8065256
2020-02-04,78.001564,78.813431,77.377052,78.563622,77.353561,7107180
2020-02-05,79.687744,80.312256,78.501167,80.312256,79.075264,8018083
2020-02-06,80.811867,81.186569,80.124901,80.874313,79.628677,10186176
2020-02-07,81.311478,81.748634,80.000000,80.124901,78.890808,10670186
2020-02-10,80.187355,80.999222,79.750198,80.624512,79.382721,5363467
2020-02-11,80.874313,81.061668,79.812645,80.249802,79.013763,6546278
2020-02-12,80.874313,82.810303,80.437157,82.185791,80.919952,10522278
2020-02-13,81.686180,82.185791,80.562057,80.811867,79.567192,8168345
2020-02-14,80.999222,81.623734,79.625290,80.124901,78.890808,5919357
2020-02-18,79.375488,80.874313,79.125687,79.625290,78.398872,7039655
2020-02-19,79.313034,80.811867,78.626076,78.750977,77.538048,8787388
2020-02-20,79.000778,79.188133,77.501953,78.251366,77.046120,6334849
2020-02-21,77.751755,77.814209,76.315376,76.502731,75.324425,6872757
2020-02-24,73.005463,75.316162,72.443405,74.067139,72.926338,11365352
2020-02-25,74.754097,74.941452,69.820450,70.694771,69.605911,12984120
2020-02-26,71.007027,72.068695,67.447304,68.384071,67.330795,14910520
2020-02-27,66.323189,68.384071,64.387199,64.886810,63.887409,15091861
2020-02-28,62.138954,69.882904,61.576893,67.946915,66.900391,24229491
2020-03-02,70.007805,70.819672,67.197502,70.007805,68.929543,19983952
2020-03-03,70.257614,71.069473,66.635445,67.946915,66.900391,17493528
2020-03-04,69.071037,69.445747,66.822792,68.384071,67.330795,13300479
2020-03-05,66.198280,67.010147,62.138954,62.950821,61.981239,17307463
2020-03-06,60.827480,60.952381,57.330212,58.704136,57.857357,23772718
2020-03-09,52.021858,54.082748,50.647930,51.272442,50.532864,19599412
2020-03-10,54.832161,55.269321,50.960186,55.269321,54.472084,15842591
2020-03-11,53.832943,54.082748,50.960186,51.272442,50.532864,16557325
2020-03-12,45.152225,48.587040,42.654175,45.152225,44.500923,25206253
2020-03-13,48.711945,50.210773,44.902420,49.024200,48.317047,17636904
2020-03-16,43.653397,44.652615,41.530056,41.592506,40.992558,18560201
2020-03-17,43.153786,45.776737,39.344261,44.215458,43.577667,19251188
2020-03-18,40.655739,42.466824,36.846214,41.217800,40.623257,22245686
2020-03-19,39.968773,43.153786,38.407494,40.468384,39.884647,15851366
2020-03-20,43.778297,44.028103,40.281029,40.718189,40.130848,20196358
2020-03-23,40.281029,41.405151,37.658081,38.157688,37.607285,16914180
2020-03-24,41.592506,44.090553,40.405933,43.778297,43.146816,19133945
2020-03-25,46.526150,49.960968,43.466042,47.213116,46.532093,22079076
2020-03-26,47.650272,51.834503,46.900860,50.710384,49.978916,19724342
2020-03-27,47.962528,49.149101,47.088211,47.587822,46.901398,14939502
2020-03-30,47.088211,49.586262,45.901638,49.274006,48.563255,13906888
2020-03-31,49.149101,51.085091,48.836845,49.586262,48.871006,19399128
2020-04-01,46.963310,47.150665,43.715847,43.965652,43.331470,15941549
2020-04-02,43.840748,46.151443,42.279469,43.091335,42.469769,15611931
2020-04-03,43.903202,44.028103,41.092896,42.029663,41.423405,15660753
2020-04-06,44.153004,45.589382,43.341141,45.152225,44.500923,15700032
2020-04-07,48.024979,48.399689,43.715847,43.903202,43.269920,15386059
2020-04-08,44.839970,46.088993,44.090553,45.589382,44.931782,14835693
2020-04-09,46.526150,47.088211,44.277908,44.590164,43.946976,20511628
2020-04-13,44.527714,44.527714,42.217018,43.840748,43.208363,15063679
2020-04-14,44.340359,45.214676,42.716629,43.278690,42.654419,17144135
2020-04-15,42.029663,42.029663,39.656517,40.593285,40.007751,22132606
2020-04-16,40.468384,40.843090,38.719749,38.969555,38.407440,26529222
2020-04-17,40.405933,43.341141,39.594067,42.716629,42.100460,26565986
2020-04-20,41.280251,42.154568,40.343483,40.655739,40.069298,15963117
2020-04-21,39.906322,41.092896,39.344261,40.468384,39.884647,12402178
2020-04-22,41.155346,41.467602,39.968773,40.156128,39.576893,12289626
2020-04-23,40.343483,42.092117,40.156128,40.718189,40.130848,13257726
2020-04-24,41.155346,41.217800,39.032005,39.094456,38.530537,24918076
2020-04-27,39.843872,40.405933,39.531616,40.156128,39.576893,17139492
2020-04-28,41.030445,43.216236,41.030445,42.466824,41.854263,22524560
2020-04-29,41.717407,43.091335,40.718189,41.092896,40.500156,36064634
2020-04-30,40.967995,42.591724,40.031227,42.466824,41.854263,28135740
2020-05-01,41.654957,42.092117,40.031227,40.593285,40.007751,19275287
2020-05-04,39.344261,39.406715,38.407494,38.782200,38.222790,21913491
2020-05-05,39.219360,40.343483,38.469944,38.719749,38.161240,18734385
2020-05-06,38.719749,39.032005,37.283371,37.345825,36.807137,18775233
2020-05-07,37.845432,39.094456,37.845432,38.157688,37.607285,16118711
2020-05-08,38.782200,39.531616,38.469944,39.281811,38.715187,14993673
2020-05-11,38.969555,39.032005,38.282593,38.657299,38.099682,11503860
2020-05-12,38.844654,39.219360,37.470726,37.470726,36.930233,15316309
2020-05-13,37.470726,37.595627,34.223263,36.159252,35.637676,37748716
2020-05-14,35.097580,36.846214,34.223263,35.597191,35.083725,22450390
2020-05-15,35.035130,35.347385,34.223263,34.285713,33.791157,20573853
2020-05-18,35.846996,40.530834,35.846996,39.156910,38.592094,40761164
2020-05-19,39.281811,39.781422,38.032787,38.782200,38.222790,17371177
2020-05-20,39.531616,40.405933,39.281811,40.093678,39.515339,14617395
2020-05-21,40.093678,40.905544,39.531616,40.468384,39.884647,15823729
2020-05-22,40.468384,40.468384,39.156910,40.031227,39.453804,11142490
2020-05-26,42.404373,43.341141,42.404373,42.466824,41.854263,20737901
2020-05-27,45.277126,46.401249,44.277908,45.526932,44.870220,23658613
2020-05-28,46.775955,46.775955,42.092117,42.341919,41.731159,22211707
2020-05-29,40.967995,41.967213,40.218578,41.030445,40.438606,20704179
2020-06-01,41.092896,42.591724,40.530834,42.217018,41.608055,12037989
2020-06-02,43.091335,44.839970,42.841530,44.028103,43.393017,18186261
2020-06-03,45.089775,46.338799,44.839970,45.964092,45.301083,19666472
2020-06-04,45.651836,48.399689,44.777519,48.337238,47.639999,20046673
2020-06-05,52.771271,53.458237,48.899296,49.211552,48.501698,26870832
2020-06-08,51.334896,53.520687,50.647930,52.833725,52.071625,25373263
2020-06-09,51.147541,51.272442,49.336456,50.085869,49.363400,18837938
2020-06-10,49.773613,49.836067,46.963310,47.525372,46.839844,18727339
2020-06-11,44.090553,45.901638,42.716629,43.403591,42.777512,19936027
2020-06-12,45.839188,46.401249,44.215458,45.277126,44.624023,16170335
2020-06-15,43.403591,45.901638,42.779079,45.214676,44.562477,16358978
2020-06-16,48.274784,48.337238,45.526932,46.651054,45.978138,15718094
2020-06-17,46.838406,47.025761,44.964870,45.214676,44.562477,12043209
2020-06-18,44.527714,45.714287,43.840748,45.464481,44.808674,12553512
2020-06-19,46.338799,46.526150,44.277908,44.652615,44.008522,14199805
2020-06-22,44.777519,44.839970,43.466042,43.965652,43.331470,12536122
2020-06-23,44.277908,44.527714,43.528492,43.715847,43.085266,12903497
2020-06-24,43.091335,43.091335,40.718189,40.780640,40.192402,23164643
2020-06-25,40.593285,41.842312,40.093678,41.717407,41.115650,11840699
2020-06-26,41.342701,41.530056,40.281029,40.468384,39.944443,14316712
2020-06-29,41.030445,42.466824,40.593285,42.466824,41.917015,12053778
2020-06-30,41.904762,42.903980,41.592506,42.654175,42.101936,11131426
2020-07-01,43.278690,43.778297,41.904762,42.092117,41.547153,19316007
2020-07-02,42.841530,43.965652,42.529274,42.591724,42.040295,11873557
2020-07-06,43.590946,44.215458,43.028885,43.715847,43.149864,12078133
2020-07-07,43.028885,43.028885,42.154568,42.217018,41.670437,9997196
2020-07-08,42.591724,42.903980,41.967213,42.841530,42.286861,10318343
2020-07-09,42.654175,42.654175,41.092896,41.092896,40.560875,11969024
2020-07-10,40.843090,41.967213,40.780640,41.779858,41.238937,10155672
2020-07-13,42.217018,42.591724,41.467602,41.842312,41.300583,10967346
2020-07-14,41.592506,43.028885,41.030445,42.966431,42.410149,11130161
2020-07-15,44.277908,45.027321,43.903202,44.590164,44.012867,14383564
2020-07-16,44.090553,44.839970,43.653397,44.028103,43.458073,8381791
2020-07-17,44.090553,44.652615,43.590946,44.153004,43.581360,9600775
2020-07-20,43.778297,44.090553,42.841530,42.903980,42.348507,7856629
2020-07-21,43.341141,44.652615,43.091335,43.965652,43.396435,11188846
2020-07-22,43.653397,44.277908,43.091335,44.090553,43.519718,10489517
2020-07-23,44.090553,44.465263,43.528492,43.965652,43.396435,10989139
2020-07-24,43.840748,44.402809,42.591724,42.841530,42.286861,10480101
2020-07-27,42.716629,42.779079,41.779858,41.904762,41.362221,11321478
2020-07-28,41.842312,43.466042,41.779858,43.028885,42.471798,12174880
2020-07-29,43.653397,43.715847,40.718189,41.155346,40.622513,23769339
2020-07-30,40.593285,40.655739,39.094456,39.094456,38.588303,20420245
2020-07-31,39.032005,39.281811,37.470726,37.907883,37.417091,22833072
2020-08-03,38.345043,38.657299,37.595627,38.157688,37.663666,14374341
2020-08-04,38.095238,38.719749,38.095238,38.345043,37.848595,11375568
2020-08-05,38.532398,39.968773,38.345043,39.968773,39.451313,16988814
2020-08-06,39.531616,40.093678,39.219360,39.531616,39.019806,11195251
2020-08-07,39.281811,40.343483,39.032005,39.968773,39.451313,13300767
2020-08-10,40.156128,41.842312,39.843872,41.654957,41.115658,15106993
2020-08-11,42.903980,43.715847,41.779858,42.029663,41.485512,14914283
2020-08-12,42.903980,42.966431,41.092896,41.967213,41.423866,11231680
2020-08-13,41.155346,42.217018,41.155346,41.217800,40.684162,8555239
2020-08-14,40.843090,41.967213,40.405933,41.592506,41.054016,8069852
2020-08-17,41.654957,41.779858,40.281029,40.405933,39.882805,9452083
2020-08-18,40.530834,41.030445,40.031227,40.218578,39.697876,6835096
2020-08-19,40.405933,41.030445,39.656517,39.843872,39.328026,8704715
2020-08-20,39.531616,39.843872,38.782200,39.156910,38.649956,10210211
2020-08-21,39.032005,39.843872,38.907104,39.406715,38.896523,9583721
2020-08-24,39.656517,41.467602,39.344261,41.405151,40.869083,16458512
2020-08-25,41.530056,41.842312,40.468384,41.155346,40.622513,11120537
2020-08-26,41.342701,41.342701,40.218578,40.468384,39.944443,9175803
2020-08-27,40.718189,41.405151,40.281029,40.468384,39.944443,11751237
2020-08-28,40.655739,41.342701,40.405933,41.280251,40.745808,9473267
2020-08-31,40.655739,41.779858,39.094456,39.594067,39.081448,22717414
2020-09-01,39.156910,39.968773,38.407494,38.657299,38.156807,14920704
2020-09-02,38.719749,40.281029,38.532398,40.218578,39.697876,13421133
2020-09-03,39.906322,41.530056,39.219360,39.469166,38.958157,15071750
2020-09-04,40.156128,40.967995,39.094456,40.093678,39.574585,14359353
2020-09-08,39.469166,39.718971,38.282593,38.345043,37.848595,19318441
2020-09-09,38.719749,38.719749,37.595627,38.469944,37.971874,17460719
2020-09-10,38.532398,38.719749,37.470726,37.470726,36.985603,15584134
2020-09-11,37.720531,37.782982,37.033569,37.158470,36.677387,11515966
2020-09-14,37.408276,38.469944,37.220921,38.407494,37.910236,11849586
2020-09-15,38.532398,38.844654,37.595627,38.095238,37.602028,13826922
2020-09-16,38.095238,42.529274,37.782982,42.154568,41.608803,40989838
2020-09-17,42.529274,44.839970,41.654957,44.028103,43.458073,41799078
2020-09-18,43.216236,44.590164,42.903980,42.966431,42.410149,23263088
2020-09-21,41.405151,41.530056,38.907104,39.656517,39.143089,26058678
2020-09-22,39.968773,41.092896,38.782200,39.032005,38.526665,22561773
2020-09-23,39.219360,40.093678,38.095238,38.157688,37.663666,14194233
2020-09-24,38.095238,38.594849,37.470726,37.845432,37.355453,15287102
2020-09-25,37.845432,38.532398,37.595627,38.157688,37.725922,12774564
